ASVID,Domain,Supergroup,Division,Phylum,Subphylum,Superclass,Class,Infraclass,Superorder,Order,Family,Genus,Species
5e17c3e33777d518bd32c27129ba5ebb,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Peridiniales,Amphidomataceae,Amphidoma,Amphidoma_languida
c37d4327245eb9b609f429cd27a35d94,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-6,Dino-Group-I-Clade-6_X,Dino-Group-I-Clade-6_X_sp.
182066815195b6236396437d29376fa5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
6b6f6a7fa3629d1a3e0fd68d8cd2eb16,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,
b3ba66de65facbeb47bdd9391a60927a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
6f86ca42411f092db423a325fbe4afb2,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.
64b59dd303b4767c8e180ce4cee2eebc,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
cb6cd23edc912d909089a3051492997e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44_X_sp.
ee70c09a681cb7f36858a8e5cfbc35dd,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa,Cercozoa,Chlorarachniophyceae,Chlorarachniophyceae,Chlorarachniophyceae,Chlorarachniophyceae_X,NPK2-lineage,NPK2-lineage_X,NPK2-lineage_X_sp.
d184cd27bf7c0831d71282dd8c02989a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47_X_sp.
cbc3094d08c14634cfe94ef043933195,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
be83a0e0ebc13573ac0a02b22071a66b,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
809ad578f1671c3f25108445344fd8a4,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.
bdab4aaecde2f84d953bf43c8f7ff35a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
bb45e0a5c2b8fd0d84f65a554d580e65,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.
a4e2ac43ca3793e0d7ae5ff1cabdd04c,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Acantharea,Acantharea,Acantharea,Acantharea_B,Acantharea_B1,Acanthochiasma,Acanthochiasma_sp.
d3f65707d2ea32eb223466935d227624,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Chrysophyceae,Chrysophyceae,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.
d053234ec4fa04a2c0fb442dfb96641e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.
e75b9141ad71bede22f99eb47c7f6ed0,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_neolepis
ffff39d6e4ceda4364798211fc9731dc,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.
774c8a4559b7a97a3b8e91e7aa4c800c,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
b4eac16575682234b7dc0cd5c4469928,Eukaryota,TSAR,Rhizaria,Cercozoa,Cercozoa,Cercozoa,,,,,,,
88314a1535070aefc02fe340759d583f,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.
4c9212a1a0b735c531f646c23693f157,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Balechina,Balechina_pachydermata
f72ed7fd3bb4379608477aa0755d60c4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.
ac61021ada1e525c4549880dd99e967a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
1964eaae1f2119a236529b0036ce7c34,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
058d15b947f157711a5f6790a026d6be,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-A,RAD-A,RAD-A,RAD-A_X,RAD-A_Xe,RAD-A_Xe_X,RAD-A_Xe_X_sp.
cd5c1eb99def516d1f816cffc9ecba86,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_aff_actinota
74db7a2262a88bbb83a1f0ac376e18b9,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
913760a0f7e4fa4beb0728720412e89f,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
a8e6b9b8219b6f741cbc48ff3fdf98b9,Eukaryota,Opisthokonta,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,Ergasilida,,
9ab7ac23cd1a26bc617491e0fcc4f5f5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
26d564058e1c9d518e26159924999e94,Eukaryota,Opisthokonta,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,Metridinidae,Metridia,
c1cf841ec629df5e08085bf951855ec4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
20111db51d3e6e89289efea1295f220c,Eukaryota,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea,Choanoflagellatea,Acanthoecida,Acanthoecida,Acanthoecida,Acanthoecidae_Group_G,Calliacantha,Calliacantha_longicaudata,
9f2d31a50fe4c3fc21d80b9381149363,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.
9bc80783e269600c2c653177487bc659,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,,,
8ab95798acb8d041ceb09ab8e0712a4a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
fd74ee496a79e498ab156d07489e7ad5,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
c61ec3a6b409c6757912594f2bd6fb0d,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
be0c82ca967f1b6ea60c6b246545ad95,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,,,,,,,
a22b139c290955d12faa0216e5baab6d,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
3f6b8d527eb42a638d02e64ac423d4eb,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-40,Dino-Group-II-Clade-40_X,Dino-Group-II-Clade-40_X_sp.
bd4fbaa6071d1ae0b3796a0c59821344,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
4c2a42b1f9824d837c7648d626d5cd48,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyta_X,Dinophyta_X,Dinophyta_X,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta_XXXX_sp.
469f846f081416a5fa721d2b4a2f369c,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,,,,,,,
4107fed1b8bece1edc063614b215046a,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_X,Pedinellales_X_sp.
444daac84934d13ecad23a2d1f3e0f57,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,Bacillariophyceae,Bacillariophyceae,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,
473fca608039a21887f9f30a5ad6c45c,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_sp.
a4d8b7507a3c5dee18976c7ff022fae9,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
7ac5bc6e585f8e87a259b2e3f0e43275,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.
9fbfe44b09fba773c501fcccfe2cd552,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
f0d0c9d9535d43b7278cc85499e0dffd,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.
81d30bb04126bf5a165b7965f0c70b55,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.
a00c29033a196f1cd0d2518e7d17a27a,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,,,,,,,
fc7159c2101271638e79dd39a1a6081e,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,CONThreeP,CONThreeP,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
9b391d6228d8f837e966f68f1f519390,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Oligotrichida,,,
8b561041865a138b74174fcbe11ba4a4,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Spumellaria_6,Spumellaria_6_X,Spumellaria_6_X_sp.
4f94c50ead594e6c9dd82b42d1e47d8a,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonema-Group-2,Telonema_antarcticum
5d45b58610904dc5ee84d3447d475508,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-A,RAD-A,RAD-A,RAD-A_X,RAD-A_Xg,RAD-A_Xg_X,RAD-A_Xg_X_sp.
8fa10a30958680f7d14e6a1441281e8e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
6d9810df3e37fac7c867676775e4e53e,Eukaryota,TSAR,Stramenopiles,Bigyra,Bigyra,Bigyra,Sagenista,Sagenista,Sagenista,Sagenista_X,MAST-7,MAST-7_X,MAST-7_X_sp.
f61d371a0f3108a8222a0e8041c8b16f,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
abfb59f7174c0b1c61b3e9adb3fefaa4,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium_sp.
b45226bd17b64257d5ac512b353dfc74,Eukaryota,Opisthokonta,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,Limacina,Limacina_retroversa
34b2cb568dd8af90242773f821589f73,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
395f712d045d5c6ed3d3184608835df4,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Abedinium,Abedinium_dasypus
c1d100d817911559e560b81493bf6876,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyta_X,Dinophyta_X,Dinophyta_X,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta_XXXX_sp.
3652b8876ba74c7b27004498ffc376d9,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
993b9973896d2483523892ec5428a865,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,CONThreeP,CONThreeP,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
f203c12ce0317e66467a91a7a84c38e0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.
c95247b75dbc9717aa4aa6d6fe3815cd,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-C,RAD-C,RAD-C,RAD-C_X,RAD-C_Xa,RAD-C_Xa_X,RAD-C_Xa_X_sp.
6028380ec9df2fb137312651bb388e47,Eukaryota,TSAR,Stramenopiles,Bigyra,Bigyra,Bigyra,Opalozoa,Opalozoa,Opalozoa,Nanomonadea,MAST-3,MAST-3E,MAST-3E_sp.
602a145472a3552007c3d01d696987df,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyta_X,Cryptophyta_X,Cryptophyceae,Cryptophyceae,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Plagioselmis,Plagioselmis_lacustris
f6aed7385452b0d2b816d46a155578e3,Eukaryota,Opisthokonta,Animalia,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,Filifera,,,,,
8685c2fb628e3d22f6ce0e96a594094f,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.
86ceba6bb48c30ef34e286d3f9ce75be,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_X,Telonemia_X,Telonemia_XX,Telonemia_XX,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.
daca9d2d57b2b7bb13f378b23caed4d6,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,CONThreeP,CONThreeP,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.
640160aa7d5b7e706dc2abe23a5a4aea,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-7,Dino-Group-I-Clade-7_X,Dino-Group-I-Clade-7_X_sp.
21f5255625304026fe6fbf7a73da2d50,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,,,,,,,
f6226ddef0a0bd1f847b32c0a19b7f70,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Spumellaria,Lithelidae,Trilobatum,Trilobatum_aff_acuferum
a58d56c5a4d11c137090393c34201055,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Oligohymenophorea,Oligohymenophorea,Oligohymenophorea,OLIGO5,OLIGO5_X,OLIGO5_XX,OLIGO5_XX_sp.
d349ee2925f041b4e7f00f75a0570421,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.
6d5f1e533f9cdf78a377e8b6253601ce,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
6353fee19dbba1003022221f8df85485,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
3f60f910b4b2fc370426c9b0d1de9599,Eukaryota,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellatea_X,Choanoflagellatea_X,Choanoflagellata_XX_Clade-3,Choanoflagellata_XX_Clade-3_X,Choanoflagellata_XX_Clade-3_X_sp.,
3e1ab501e96d7930f237b0592bb23d46,Eukaryota,TSAR,Alveolata,Ciliophora,Ciliophora,Ciliophora,Spirotrichea,Spirotrichea,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,Pelagostrobilidium_minutum
9a32e4f8526d89117baa7dbe7876c274,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-29,Dino-Group-II-Clade-29_X,Dino-Group-II-Clade-29_X_sp.
0a9685ed1a694341972ad266d258a2ef,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.
b00f5ea4a74873e2b2bad8f3ecb47bf1,Eukaryota,Opisthokonta,Animalia,Ctenophora,Tentaculata,,,,,,,,
3f5cf6f74bee4bed1c19a79bfa709954,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.
1d96d5b62264c1a59aab51de40edc1d8,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista,Gyrista,MOCH-2,MOCH-2,MOCH-2,MOCH-2_X,MOCH-2_XX,MOCH-2_XXX,MOCH-2_XXX_sp.
dc4ac3fdfa0d593d32b527a6eaa2553d,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,Polycystinea,Polycystinea,Polycystinea,Nassellaria,Acanthodesmidae,Amphispyris,Amphispyris_costata
e869507a97db82351a1746696c1a9118,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,,,,
f1ec625840b751a3f164427f09bc97a1,Eukaryota,TSAR,Rhizaria,Radiolaria,Radiolaria,Radiolaria,RAD-B,RAD-B,RAD-B,RAD-B_X,Taxopodida,Sticholonche,Sticholonche_sp.
b87c8a9ba1a6a7b6858373010df9c65e,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.
8e149f84528d9e7856a72c64aa7f5345,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.
2ee496cf31d6aedf1d42950675a71b13,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae_Clade_E,Prymnesiophyceae_Clade_E_X,Prymnesiophyceae_Clade_E_XX,Prymnesiophyceae_Clade_E_XX_sp.
d8e9d86599cbbc67ce5d13cdf3ba0f8d,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.
fe981de512b5110d787d5e76ea63354e,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_globosa
fd768b56c2b553919ac3cd6767541ac3,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
94a59d4688ccbbc03870e6e23dda29c0,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Syndiniales,Syndiniales,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
e49f1b5b3d83de671e58ebcaeff2edfb,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinoflagellata,Dinoflagellata,Dinophyceae,Dinophyceae,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,
11156b558be191eac8ed167581d0b881,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Haptophyta_X,Haptophyta_X,Prymnesiophyceae,Prymnesiophyceae,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Haptolina,Haptolina_sp.
5382937de30d2573c7bdcb4b8966dfb4,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyta_X,Chlorophyta_X,Mamiellophyceae,Mamiellophyceae,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,
