OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
bad0024ca154347985f8b24532fbebdf,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593,marine_metagenome
84659a369a632cbbd8e27588be9c359b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
d12c9b63b80b127584dd61fa71d22e9e,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),
4839246f1d21a5dd889bb09ec945dfd4,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_marine
69b27a5ad6dbceddce0618d6ff357d43,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,uncultured_planctomycete
0fd69e0cc72bf24b87690e3ca1746367,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured_marine
e604a13ed144e145505c86ee2129c063,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,uncultured_bacterium
0a3a0f447ec834c0457e23ddd5105ecd,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,
4cc4ea47a0dcb7ef10c1c510c89b5138,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
6d1470def174c9395f3dc6172121c6b2,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,marine_metagenome
338e932b4d830be88eb5307238e8a546,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae,uncultured_bacterium
a3094b34ff1a5c83ab3106b617c32c01,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,OM182_clade,OM182_clade,
3e526e7f9d0ce0f82aa692324290bf59,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
cb246b6997b31c2ddadbdbdae7aec8b5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
9f20cca32c32f7bcfa8a11f9d0ffe5c7,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
5b33cc263e2380535a6f24ddb4c30761,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
6474b30e8d03018e8890cfe97aeae877,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
1196e2b1e523db85db2be29935a836ae,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_marine
1c504203ea7a1cceaff95c673f5701c4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,SCGC_AAA011-D5,uncultured_euryarchaeote
cd91f3eee35c307054bc6db349f9d5ff,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,
e9bed41260d40039b9aae1b0b3ae5e66,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
bdfb230e74f0f46dce7c322f9a088356,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
e604c6d9a4a5a04cf7abf4028d454dca,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,
67610a9da5de0aee232b40fbfa4fb441,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
c4a74abe9d31f916b1446d64745a83b4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
d6b64bb848f1f611b26e0043f3ab5c6a,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_planctomycete
7e3070a1f9014db74ac2cf926fba3dbf,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,
d94f9d4a1f3b84c187f2d041ae33110c,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage,marine_metagenome
3535cb29b01296c04a63af7b4c55ff6d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,uncultured_bacterium
cb8eda39092cbac5cb2445acbec81111,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
98e82075f3f8d1d4ffafb6d246a9d9f8,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
5cbedd642a51c1fba49346baae148ece,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,
181e5d947299b5a3ff328b73ee43790b,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
71853ba2780b761935db0ecd8897fe7f,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,Arctic97B-4_marine_group,uncultured_organism
d4b376032451ac8ffed9b889d92bc393,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
917d3fd4246d9e38b3e5bc3944f6e2e3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,
fcfbd86ecc7ef700ff138cfa8f2f3d40,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales,Dadabacteriales,uncultured_marine
06a02c8a852b27651ddef23c4174e201,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,
42642ad2f54463916c37c2809616fa53,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,
d3f526d9d1b5c190fefc38e0b925f7e4,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,
bef54420539e0d4caf004675af067227,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
eed4065a9bb687cf343d2d90fa077af4,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
198a68ffe59470cb040df0abc75fffe3,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,unidentified_archaeon
f4ee93c493c5c1bd0c86222608d7c1f6,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,marine_metagenome
52186486c6f2a3e63c61da33244b0d0b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
dc8e9269a02f794151320a3e74c392b4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
dfd6508bd4a767b596a7c67f5e71b8e1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
c7a07e7d40485e9a7a8745aa123acabc,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),hydrothermal_vent
dd9996e88a9fd0fd703899af44e3c9d5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,
974b1b338afd608f7b22a77316dbb6d3,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,
5d69519b30675bbfbd13ba018dace31b,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
f6ffd773a050788b593379586033e72d,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium
1b7b3976d82e681575b212185e966e01,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_bacterium
e0e0f8c68b8b6bd5b45d8d10bd7662f1,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
8550f334a7ddfe12e29a979ba333aee2,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,Clade_IV,uncultured_bacterium
53578ed56ee25b15ce5a39c3cbd67363,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
20a0d2f150b3312772f5c00e54fd7baf,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
34dd8aff0a2ba026625c1cb1d5db810d,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
e337510ea8cd36e3a31b0691dfef0f89,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,AT-s3-44,AT-s3-44,uncultured_bacterium
ab987770788893121ccfab1d818a86a2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_thaumarchaeote
9c220162b922a576ac1128004db40472,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,uncultured_marine
cb1f7f367e2f9227fdac0a609a84056d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,
16a42cb9b6d5fa3f6056f615d0e156b7,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,uncultured_marine
9aa7126ffd3ab40b027fb72d2ce0b7c7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,
d6ceff488067e49114f15ec63b54a53a,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
7cd1a84060f7934f2cb0f5a60cb1f6b5,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae,uncultured_Bacteroidetes
50a0c3221c68046dfc96e032aff1ccd8,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
2be2d3ced47a86fb83db5cd4bf76fa11,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78,uncultured_bacterium
83d2264c66edde9f74b29b373a79f550,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,hydrothermal_vent
2203bc4bda87736f7ba5fc350efd4247,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
53ab8b177f3b1f2b33bbfb5813e74be6,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,uncultured_Nitrosospira
28495c6b57a42330509777c97830aa56,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,uncultured_archaeon
4f08444b087956a3a73489356dac46a6,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
b072bbe20af42b78a0251f632cae6e02,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
c083d70bfb8ed45cc4a1cc02120ac27c,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_marine
5995c8a24cd5ae9375482d9b997b4423,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,
3f2894a72d9635adf52888d36c5f0f38,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
5a7036f914f86c398381b62f84f23bee,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,uncultured_bacterium
332b9bab7615e9625418f49159ad010b,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
a82df4111c33dda509fe0a4288195ace,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
9772ea38c338bebbc814d91c276a0a5d,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Candidatus
5725723269e725cd9d429185333cd27e,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,
d46a16e1e0f23bd0ec018894ff84a406,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,uncultured_crenarchaeote
14017b81c6955646fc0ef33ce1d4d309,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,uncultured_bacterium
1c406f8a2c6eaea280fda9488a72ad44,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,
af4ec853b8f3af897984b19fd4b71d91,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,
1c19d6accf2e3081a4eedc3824bfb315,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,
11b428edc1f71c3a20457f6708550dc8,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,uncultured_Acidimicrobiales
dc84bc5c6cf5e7c24010f9f2f9dcb0bf,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
ea0546999dba752d342e67632dc8da9a,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
703542ea7ef3cc5cdc51f5366db3db19,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,
4dd641b725bfac1298f4bfa0b684a74b,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,uncultured_archaeon
9a07626d6544414dec4cffe75138626c,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Candidatus
e172a1831bc494400266a821012ac5f3,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
1ddac1347adfe49d9b1d334d29444460,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
29df6f3b458c4428a0a4fa31f94e0d3b,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,uncultured_organism
c20dd20f3a4327eb718dda52f99e9934,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
171b7f1ce527de8756de530fb3c8f108,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,uncultured,uncultured,uncultured_bacterium
f5739fee1afb0fd26741421d1bd9a1c3,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,Clade_IV,
4c1663a62ef33808ef2d91ffbeb68d3c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,uncultured_bacterium
1bfbcd2dcfc3575cda8a60c43af5ef23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,uncultured_SAR156
1e3b0f189a3e1769192db4777a5a2932,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,uncultured_Pelagibacterales
c17ea2f9fb6948b49bbdc0967ae25fad,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_marine
b19b6d5f912f261a4b7626428630ef24,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,
ba48767975acceea95977117ca92fc6e,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
bb5d4cb5db6f6ad9020fabf466f20daf,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade,
da2a0e74e9c75ba474152f7165c8e2b6,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
8111ea49fd6a321d7405656210284a75,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
c1cbd63f955489cde963a9afaedababc,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,uncultured_bacterium
f0ced9bbd815105d5bf90ee0ad720bb4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
10caf5427b55f14986d445d7d7f609de,Bacteria,PAUC34f,PAUC34f,PAUC34f,PAUC34f,PAUC34f,uncultured_marine
f5df22ff2299620f2a4b04e2e50ad247,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,Candidatus_Puniceispirillum,
a2be8080eb04e1c951ed7f7f90d429b4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
4e2fbe44d2273987db6b7eca69d18a1b,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured,
f433426f483e91cdb061ae039e154785,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,
869669dd5fe390d3ef1da4d0efa7c4da,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
1033f7553deddf31c552140d74c2206a,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
9ae08e4e4b11de19837f39fbf160e175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,
906f0ab5d225135d8a587aad6e054d40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,OM182_clade,OM182_clade,uncultured_gamma
2d57b26cb1342b04ffbd9e809bf4c9f4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593,uncultured_Rickettsiales
633c5da2f8de2a8861e65e9cb2f4baf4,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Candidatus
010d34557e2b25abda429fa231d44075,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,uncultured,uncultured_gamma
634460b61a7a4b3fcd6c5d5892f03259,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_marine
c5ef3c2485d031f1cee427cbb795239f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,uncultured_bacterium
8e9c8fdaeb1f86e482084b6328bf891f,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,
51d1a057c716f5c6c3d97a56ab321f22,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
37211bf64008eba23782eb20e89e698c,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
d9b97706aca9d7c4ec0727b53801d260,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,uncultured,uncultured,uncultured_bacterium
eb7016299e1922145965a831cb7961f0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
9747d5dc89e472c2e5192a97266da69c,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,
3d3d6e9ea11e9e6cf23282bd08b56da5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
6f487324252d51238abfc1135f886c3e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_marine
b4ed9a7c92ceb8849a3c617840955ae7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,
703ea8e0318ee72426923304f86851cc,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
9801661198c9479f391123d4dc03d602,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
5fd494e738409eb4ecb5e42b6f747653,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
aa2cc005198992b5c6985232b25b3973,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),metagenome
44ec72feccfb4bf42c30396edc9d2e79,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_planctomycete
909171735a2d21103fd65cd469f4d5e7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,uncultured_bacterium
c76526dd2767e5090c0b1e42096ddb92,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,uncultured_planctomycete
17a63543165bad8a7a46854287235600,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,hydrothermal_vent
483b27c7e9120893ac055f2162605c46,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
4a186105256133f764f1fe1bb0ec06d9,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
e83666c98a00c69e3cb027043c19ce40,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
b9be7b3a3bd5935cb5b3a8f7e2fa479e,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Fibrobacteres/Acidobacteria
7a3fd86550ee6593147b8fd2656b70da,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),hydrothermal_vent
bfa0cc3409a843ad15e88f3e37712dd4,Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,uncultured_marine
9e24a5bbb03cebc84f55bd984809aa24,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
e80730a7ffd3138915d77269428d3554,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
a03edfc5d327a609f27b5c3c49f89fb4,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured_bacterium
8d1099aaadb680d2bf61e20bc3d5e9a8,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
5835e997cdbf84f728a5542b3ba3c641,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,
336802777d5cd242c23431b4dd1011ff,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,uncultured_marine
d38edd907a62a5a67ae34f7ea518909c,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,uncultured_thaumarchaeote
3c08841d30dc8f5d39cd0f3edf86544c,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
299dd1db7785bbb6b07dc93c0d9369ee,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
019b73bcb5c1efa724c1b562dd1a51bc,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured,
31c730d916cab2592f86c8c4500f721d,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,marine_metagenome
c1725f6e0664d60380aef9adcac48f75,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_Deferribacteres
c0f955bd0b78b81fce569a5cc11b442c,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86_clade,SAR86_clade,uncultured_bacterium
23265891adc4dbf9136858d5327aad06,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21,Subgroup_21,Subgroup_21,uncultured_bacterium
d3fcaa58942e93acc278168abe05484c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
ee79032a538ac8136873e7b2ffb976b9,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,marine_metagenome
cd3cd45a6debce37da2b29f5a78580ef,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
2a50284c9165de5ef2c5813380418a98,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,uncultured_bacterium
5fb42c437f90effcb736f490e0b4fe9c,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,uncultured_bacterium
2f7a4e383fd7091dde8f7c343949c438,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,GW2011_GWC1_47_15,
27c45d810d5ac5b04c2460152a2d690f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
